OrderId,City,CountryCode,PostalCode,StateOrRegion
701-3706075-5578656,Calgary,CA,T3Z 0A7,Alberta
702-0719141-5667430,Charlottetown,CA,C1E 1W8,Prince Edward Island
702-1005417-8906655,Lakefield,CA,K0L 2H0,Ontario
701-7268971-0621028,ashton,CA,K0A 1B0,Ontario
701-5292811-4173836,Matheson,CA,P0K 1N0,Ontario
701-2131144-0621861,Winnipeg,CA,R3P 2C2,Manitoba
702-9716570-5472231,Carp,CA,K0A 1L0,ON
702-7775438-2557848,Markham,CA,L6B 0L8,Ontario
701-2196004-8201851,Millertown,CA,A0H1V0,Newfoundland
702-8953957-5752207,Dunmore,CA,T1B 0J5,Alberta
701-4545271-5260220,Taber,CA,T1G 2C8,Alberta
702-3805741-0516259,Brampton,CA,L7A 4N3,Ontario
702-4389863-2809030,CAMROSE,CA,T4V 0S0,AB
701-8783181-6379434,Peace River,CA,T8S 1N3,Alberta
701-1658348-5751451,Massey Drive,CA,A2H 7T7,Newfoundland
702-3422353-8808268,canton de stanstead,CA,J1X 3W4,Quebec
702-0783621-8257868,Sudbury,CA,P3E 5M4,Ontario
701-8356416-3123406,Qualicum Beach,CA,V9K 1H8,BC
701-4311884-6404202,Vegreville,CA,T9C 1B3,Alberta
701-0515408-5525864,Calgary,CA,T2N 3V6,Alberta
701-2242581-8683401,jonqui̬re,CA,G7Z 1T3,qu̩bec
702-8923670-6955413,Compton,CA,J0B 1L0,Quebec
702-2652028-5361005,Cowichan bay,CA,V0R 1N2,British Columbia
701-2734221-2143427,Petawawa,CA,K8H 0C4,Ontario
701-1247295-2745052,CALGARY,CA,T3H 3C0,AB
701-1817570-4284206,Toronto,CA,M3A 1G3,Ontario
701-2011131-4463435,Saskatoon,CA,S7J 3W5,SK
701-1422590-0194665,Dartmouth,CA,B2X 1P4,Nova Scotia
701-7435642-8133054,Calgary,CA,T2Z 0N8,Alberta
701-0696658-3299401,Calgary,CA,T2Z 4R6,Alberta
702-4778079-8643436,Guelph,CA,N1L 1J2,Ontario
701-4537242-1619468,Edmonton,CA,T5B 0E4,Alberta
701-3816140-8152238,Montreal,CA,H2T 2R8,Quebec
701-9472837-7564262,Saint-Victor,CA,G0M 2B0,Quebec
701-2074902-2876268,Loretto,CA,L0G 1L0,Ontario
702-9705347-1275411,North Vancouver,CA,V7J 3H4,BC
702-0706497-9720264,Parksville,CA,V9P 2G4,British Columbia
701-1106773-5369830,Kelowna,CA,V1X 4M8,BC
701-2293466-1632202,Morinville,CA,T8R 0B6,Alberta
702-6586895-2941032,Cumberland,CA,V0R 1S0,British Columbia
701-5820788-3609867,HAMILTON,CA,L8P 1A0,ON
702-5297134-6249834,Chilliwack,CA,V2R 3Y2,British Columbia
701-7126939-9085009,Bonnyville,CA,T9N 2H8,Alberta
701-5428035-4605835,Garibaldi Highlands,CA,V0N 1T0,British Columbia
702-9024814-9145059,Luskville,CA,J0X 2G0,Quebec
702-6385894-9250656,Olds,CA,T4H 0A2,Alberta
701-4654574-4321041,Chilliwack,CA,V2R 0T4,British Columbia
701-4447726-0406657,Clarington,CA,L1C 0Z8,Ontario
702-7856886-5975468,Quesnel,CA,V2J 4Z3,BC
701-2095146-5813850,Verdun,CA,H4H 2P1,Quebec
702-0046106-4068227,Saint-Th̩ophile,CA,G0M 2A0,Qu̩bec
702-5301991-0563409,Whitecourt,CA,T7S 0A2,Alberta
701-9598629-3428230,Edmonton,CA,T5J 4A1,Alberta
702-3278105-7857817,Tottenham,CA,L0G 1W0,ON
701-2039889-2901041,Lasalle,CA,N9H 1N3,Ontario
701-9151293-1989029,Edmonton,CA,T5N 2J5,Alberta
702-9666806-2233827,New Westminster,CA,V3L 2X2,British Columbia
702-8339398-0775452,Brantford,CA,N3S 7H6,On
701-8345597-5657060,Laurier-Station,CA,G0S 1N0,Quebec
701-0725398-8391421,Scarborough,CA,M1X 2B6,Ontario
701-7267558-0502631,Meadow Lake,CA,S9X 1B3,Saskatchewan
702-5722416-9997801,La Tuque,CA,G9X 3M2,Quebec
702-5864142-3221041,Laval,CA,H7C 2S8,Quebec
702-0640526-3958626,Woodstock,CA,N4T 0H6,Ontario
702-0713180-2140239,guelph,CA,N1G 3S3,ON
701-8572167-3065054,Gilbert Plains,CA,R0L 0X0,Manitoba
701-0819483-1799437,Smoky lake,CA,T0A3C0,Alberta
701-6108234-6013817,Lantzville,CA,V0R 2H0,British Columbia
702-0554284-1545849,Rimouski,CA,G0L 1B0,QC
701-8752695-2395452,Trail,CA,V1R 2L4,British Columbia
701-9985047-9537832,Orleans,CA,K1C 2T2,ON
702-5368709-2944229,Edam,CA,S0M 0V0,Saskatchewan
702-1378398-9276220,Embrun,CA,K0A1W0,Ontario
701-4057369-4629832,Stony Plain,CA,T7Z2X5,Alberta
702-2752913-0603442,Bonnyville,CA,T9N 2H8,Alberta
701-4940400-4010607,Canton-De-Hatley,CA,J0B 2C0,Quebec
701-4546024-1113869,Kelowna,CA,V1Y 2A3,British Columbia
701-1359926-0989012,Trail,CA,V1R 3L8,British Columbia
702-9633394-0009820,Garibaldi Highlands,CA,V8B 0G1,British Columbia
702-2170313-1614634,Edmonton,CA,T5A 0W7,Alberta
702-3210484-2993817,Mirabel,CA,J7J 2H3,Quebec
702-9746131-1639469,Langley,CA,V3A 6K8,British Columbia
702-5441343-8066627,Calgary,CA,T2G 0H7,Alberta
701-2319607-9100244,Cumberland,CA,V0R 1S0,British Columbia
701-0134088-8889849,Oxford Station,CA,K0G 1T0,Ontario
701-2950925-3970605,Windsor,CA,N8P 1T7,Ontario
701-8227361-1289863,Barrie,CA,L4M 0B8,Ontario
702-7193269-0511446,Mattawa,CA,P0H 1V0,ON
702-5301580-8690615,Toronto,CA,M4A 2G7,Ontario
701-3763805-9611456,Winnipeg,CA,R3T 3J1,Manitoba
702-5506416-8652268,thunder bay,CA,P7B 6L2,Ontario
701-5580491-1560222,Qualicum Beach,CA,V9K 1V6,BC
702-4624326-2301816,Brisco,CA,V0A 1B0,BC
702-1785068-3020205,Shediac,CA,E4P 1P4,New Brunswick
701-0302745-2179420,Winfield,CA,V4V 1T6,British Columbia
702-4503285-9435456,Calgary,CA,T2L 0S7,Alberta
702-5832549-4797007,Langdon,CA,T0J 1X0,AB
702-8711129-0062627,MONT - ROYAL,CA,H3R 2K0,QC
701-4884203-6163401,Calgary,CA,T3A 5V9,Alberta
701-7279636-4830656,Nelson,CA,V1L 6M2,Bc
701-3088809-4909832,Ottawa,CA,K1Z 7P6,Ontario
702-6709352-6145027,L'Islet,CA,G0R 2C0,Quebec
701-3221550-8472256,Dundee,CA,J0S 1L0,Quebec
701-2814056-8249834,Saint-Sauveur,CA,J0R 1R7,Quebec
701-8558304-0550662,Mono,CA,L9W 6G1,Ontario
702-7770490-5722652,Shakespeare,CA,N0B 2P0,Ontario
702-7251614-2187453,St-juste-du-lac,CA,G0L3R0,Quebec
701-9710395-0273017,Etobicoke,CA,M9B 5J8,Ontario
701-6820934-7700208,Thornhill,CA,L4J 8S7,Ontario
701-6620463-2908231,Taber,CA,T1G 1J2,Alberta
702-9751684-3758604,L'Assomption,CA,J5W 2V1,Quebec
701-0254072-8356207,Waterloo,CA,N2T 1X9,Ontario
702-7704431-7963421,Rocky Mountain House,CA,T4T 2A2,Alberta
701-5458132-3010611,Saint-Jean-sur-Richelieu,CA,J2W 1E9,QC
701-5689677-2833864,Sutton,CA,J0E 2K0,Qu̩bec
702-6940278-2621852,Calgary,CA,T1Y 4N8,Alberta
702-4954815-5633013,Erin,CA,N0B 1T0,ON
701-2441059-3901862,Lake Country,CA,V4V 2R1,British Columbia
702-5176914-0454612,Berthierville,CA,J0K 1A0,Quebec
702-6304606-2654643,St. Francois Xavier.,CA,R4L 1B2,Manitoba
702-0956312-0867456,Richmond,CA,V7E 5N9,British Columbia
702-3767629-6042657,Victoria,CA,V9B 3W5,British Columbia
702-3036936-5741036,PARADISE,CA,A1L 1P0,NL
702-5945914-1617031,Port Clements,CA,V0T 1R0,British Columbia
702-8415011-7877802,Stony Plain,CA,T7Z 1L5,Alberta
702-7284542-2660246,Kapuskasing,CA,P5N 1M7,ON
702-8049678-0181822,Saint-Bruno,CA,J3V 6E4,QC
701-1121041-8054641,Saint-Laurent,CA,H4R 2T6,Quebec
702-8887144-7541014,Aurora,CA,L4G 0G8,Ontario
701-8657421-9891463,White Rock,CA,V4B 2P7,British Columbia
702-2949359-4272209,Cochrane,CA,T4C 1T7,Alberta
701-6879655-1193812,Meadow Lake,CA,S9X 1V1,Saskatchewan
702-5664639-6462625,Red Deer,CA,T4P 3P4,Alberta
702-4867109-6753840,Cupar,CA,S0G 0Y0,SK
701-3453757-4121042,Mississauga,CA,L5J 1V3,ON
702-3752747-1911424,Richmond,CA,K0A 2Z0,Ontario
701-6898630-6435464,Ayr,CA,N0B 1E0,Ontario
701-5852593-2997023,Winnipeg,CA,R3C 3Z1,Manitoba
701-7929726-2696265,Burnaby,CA,V5C 3C7,BC
702-6716036-3700225,Port McNeill,CA,V0N 2R0,BC
702-4856326-3398642,Airdrie,CA,T4B 1T4,Alberta
702-0096845-3731426,Sainte-Agathe-Des-Monts,CA,J8C 2R4,Quebec
702-5761397-1528231,Tumbler Ridge,CA,V0C 2W0,British Columbia
702-4494586-3599462,Aurora,CA,L4G7V6,Ontario
702-4901286-3460226,Calgary,CA,T2E 7A4,Alberta
701-7714480-9371465,Victoria,CA,V8S 4V5,British Columbia
701-5220427-3203456,Feversham,CA,N0C 1C0,ON
701-9577704-3023458,St. Albert,CA,T8N 6S2,Alberta
701-4094531-3203432,North Bay,CA,P1A 2P2,Ontario
701-5651197-5381810,Edmonton,CA,T5A 4Y4,Alberta
702-3216371-0509818,Calgary,CA,T3L 2Z9,AB
701-6143282-6603414,Waasis,CA,E3B 9E5,New Brunswick
702-4713917-3468268,Saint-Georges,CA,G6A 1K5,Quebec
702-8559876-2635420,KELOWNA,CA,V1X 3N1,British Columbia
701-6596434-7750604,Emsdale,CA,P0A 1J0,Ontario
701-4429120-2037027,Victoria,CA,V8Z 7Y1,BC
701-1705480-3435469,Toronto,CA,M6C 1Y6,Ontario
701-2664651-8509058,Hearst,CA,P0L 1N0,Ontario
702-7924568-0525044,St-Eustache,CA,J7P 5V5,Qu̩bec
702-3282196-3518668,Delhi,CA,N4B 2W6,Ontario
701-8513144-2801062,Vernon,CA,V1B 3Z3,British Columbia
702-9653655-1829805,WINDSOR,CA,N8S1X3,ONTARIO
702-9174458-0781834,Neuville,CA,G0A 2R0,Quebec
701-7901424-7017062,Edmonton,CA,T5Z 2Z5,Alberta
702-4187340-7010616,Calgary,CA,T3H 2T8,Alberta
702-0145493-6753833,Piedmont,CA,J0R 1K0,Quebec
702-9901486-2317819,Laval,CA,H7C 2G6,Quebec
702-2835481-7065862,Barrie,CA,L4N 5C8,Ontario
701-2516029-0195407,Ajax,CA,L1T 1X2,Ontario
702-1955578-7397816,Toronto,CA,M1X 1W9,ON
701-2438655-7621021,Burnaby,CA,V5J 2X4,British Columbia
701-8264294-9115459,north vancouver,CA,V7L2H3,british columbia
701-5259691-9021038,Alban,CA,P0M 1A0,Ontario
701-6282527-5133867,Shelburne,CA,L9V 3C8,Ontario
702-2603170-0276252,Edmonton,CA,T6A 0S9,Alberta
701-3522351-4062653,Saint-Bruno,CA,J3V 3B4,Quebec
702-6676559-9822667,Drummondville,CA,J2B 1E5,QC
702-0013389-8817858,Grand Falls-Windsor,CA,A2A 1S8,Newfoundland
701-0922282-4990610,Ajax,CA,L1Z 0S6,Ontario
701-5905875-9109024,Toronto,CA,M4S 2N5,Ontario
702-9138311-3981864,Mississauga,CA,L4Y 3C2,Ontario
701-7151506-1724214,Edmonton,CA,T6W 1K1,Alberta
702-9216578-8176256,Ingersoll,CA,N5C 3Y2,Ontario
702-9516648-0213003,Richmond Hill,CA,L4C 2W5,ON
702-6942530-7553020,Verch̬res,CA,J0L2R0,Qu̩bec
702-3484011-5337848,Mascouche,CA,J7K 0T8,Quebec
702-7372825-6184216,Edmonton,CA,T5A 0W7,Alberta
701-5696200-3805864,Kingsville,CA,N9Y 2E6,Ontario
701-0435169-8477865,Toronto,CA,M2K 2X8,ON
702-2135300-3112242,London,CA,N5Y 6M4,Ontario
701-3198407-3540223,St-Jerome,CA,J7Y 5H3,Quebec
701-6931942-6740227,Edmonton,CA,T5T 6K4,Alberta
701-1827844-2865016,Montreal,CA,H1T 1Y7,Quebec
701-4423503-9969801,Surrey,CA,V4P 1C6,BC
701-5427011-7195452,London,CA,N5W 5B8,Ontario
701-7427961-1801822,Coquitlam,CA,V3E 2W4,British Columbia
701-5760989-1609825,Boisbriand,CA,J7G 3G7,Quebec
702-2343089-1447451,Calgary,CA,T3H 3J9,Alberta
701-9196948-4665036,Ajax,CA,L1S 0E4,Ontario
702-0770373-0820213,North Vancouver,CA,V7R 2K5,British Columbia
702-9996924-5453855,Belleville,CA,K8N 4B2,Ontario
702-1134706-3397034,Edmonton,CA,T6X2N8,Alberta
702-7475489-1919426,Unionville,CA,L3R 8W6,Ontario
702-7026506-2373855,Penetanguishene,CA,L9M 1N8,Ontario
702-5900485-5032220,Regina,CA,S4S 5Y4,SK
701-4298121-5667467,Candiac,CA,J5R 3N9,Quebec
702-2502971-7963449,Delson,CA,J5B 1M7,QC
702-8293849-6785829,Brampton,CA,L6Z4T5,ON
702-3643281-6729001,Toronto,CA,M5V 3Z7,Ontario
701-0979029-6453869,Toronto,CA,M6K 3P9,ON
702-0009975-0504269,Mississauga,CA,L5N 8E6,Ontario
701-7226131-0854601,Hearst,CA,P0L 1N0,Ontario
701-7730262-4641814,Saint-Hyacinthe,CA,J2S8N1,Quebec
701-7290012-7533044,Nepean,CA,K2R 1A5,ON
701-1061416-4925834,Whitehorse,CA,Y1A 0J4,Yukon
702-1786566-0042639,Winkler,CA,R6W 4B1,Manitoba
701-6308716-4881846,Richmond Hill,CA,L4E 4C6,Ontario
702-9964763-6301848,Elmira,CA,N3B3H9,ON
701-5888910-4395420,Camrose,CA,T4V 1A4,Alberta
702-4760564-8313833,innisfil,CA,L9S 1Y2,ON
701-5013115-1867446,North Vancouver,CA,V7R 2W7,BC
702-7366890-1569066,Vaughan,CA,L4H 2W1,Ontario
702-3000755-6083461,Lac-Beauport,CA,G3B 1T8,Quebec
702-1331423-9936218,Etobicoke,CA,M9C 4Z3,ON
701-5834575-3564225,Otterburn Park,CA,J3H 4B4,Quebec
701-9488581-0125057,Fox Creek,CA,T0H 1P0,Alberta
702-0245085-7966623,EAST YORK,CA,M4J3V9,ON
702-2069261-8594655,Kirkland Lake,CA,P2N 2L6,Ontario
701-2192808-1013837,Rigaud,CA,J0P 1P0,Qu̩bec
702-2029678-7928223,Senneville,CA,H9X 1T4,Quebec
702-1028423-6000253,Chambly,CA,J3L 0G9,Quebec
